team,player,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Charlotte,Nuno Santos,POR,MF,23,1999,5,2,218,2.4,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,1,22,13,0.0,0.0,0.0,0.0,0.0,0.35,0.06,0.41,0.35,0.41
Charlotte,Pablo Sisniega,MEX,GK,27,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte,Patrick Agyemang,USA,FW,22,2000,12,1,191,2.1,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,4,2,23,0.47,0.0,0.47,0.47,0.47,0.21,0.03,0.24,0.21,0.24
Charlotte,Scott Arfield,CAN,"MF,FW",34,1988,13,2,415,4.6,2,0,2,2,0,0,1,0,0.9,0.9,0.2,1.0,2,22,15,0.43,0.0,0.43,0.43,0.43,0.19,0.04,0.22,0.19,0.22
Charlotte,Vinicius Mello,BRA,FW,20,2002,3,0,57,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,4,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15
Chicago Fire,Alex Monis,USA,FW,19,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Fire,Arnaud Souquet,FRA,DF,30,1992,25,22,1825,20.3,0,3,3,0,0,0,6,1,0.4,0.4,1.2,1.6,55,80,88,0.0,0.15,0.15,0.0,0.15,0.02,0.06,0.08,0.02,0.08
Chicago Fire,Brian Gutiérrez,USA,"FW,MF",19,2003,32,28,2388,26.5,2,6,8,2,0,0,2,0,4.1,4.1,4.5,8.6,57,159,145,0.08,0.23,0.3,0.08,0.3,0.15,0.17,0.33,0.15,0.33
Chicago Fire,Carlos Terán,COL,DF,22,2000,24,18,1574,17.5,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.7,8,40,6,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04
Chicago Fire,Chris Mueller,USA,"FW,MF",26,1996,10,8,708,7.9,2,0,2,2,0,0,1,0,1.7,1.7,0.5,2.2,23,38,83,0.25,0.0,0.25,0.25,0.25,0.22,0.07,0.28,0.22,0.28
Chicago Fire,Christopher Brady,USA,GK,18,2004,30,30,2639,29.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Fire,Daniel Aceves,MEX,DF,21,2001,20,9,853,9.5,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,21,24,34,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07
Chicago Fire,Fabian Herbers,GER,"MF,FW",29,1993,32,24,1973,21.9,4,2,6,4,0,0,8,1,3.8,3.8,2.8,6.5,49,104,96,0.18,0.09,0.27,0.18,0.27,0.17,0.13,0.3,0.17,0.3
Chicago Fire,Federico Navarro,ARG,MF,22,2000,16,15,1099,12.2,0,0,0,0,0,0,3,1,0.2,0.2,0.2,0.4,5,34,4,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Chicago Fire,Gastón Giménez,PAR,MF,31,1991,31,27,2200,24.4,1,1,2,1,0,0,10,1,1.6,1.6,1.3,2.9,20,99,18,0.04,0.04,0.08,0.04,0.08,0.06,0.05,0.12,0.06,0.12
Chicago Fire,Georgios Koutsias,GRE,"FW,MF",18,2004,27,13,1018,11.3,3,1,4,3,0,0,4,0,3.2,3.2,0.7,3.9,28,11,67,0.27,0.09,0.35,0.27,0.35,0.28,0.07,0.35,0.28,0.35
Chicago Fire,Jairo Torres,MEX,"MF,FW",22,2000,22,8,763,8.5,0,0,0,0,0,0,2,0,1.9,1.9,0.5,2.4,25,32,51,0.0,0.0,0.0,0.0,0.0,0.23,0.06,0.29,0.23,0.29
Chicago Fire,Javier Casas,USA,MF,19,2003,3,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Chicago Fire,Jonathan Dean,USA,DF,25,1997,22,13,1377,15.3,0,1,1,0,0,0,5,0,0.0,0.0,1.2,1.2,29,55,57,0.0,0.07,0.07,0.0,0.07,0.0,0.08,0.08,0.0,0.08
Chicago Fire,Kacper Przybyłko,POL,FW,29,1993,25,11,975,10.8,4,2,6,4,0,0,2,0,3.7,3.7,1.8,5.5,9,25,56,0.37,0.18,0.55,0.37,0.55,0.34,0.16,0.51,0.34,0.51
Chicago Fire,Kei Kamara,SLE,FW,38,1984,27,15,1520,16.9,5,1,6,5,0,0,3,1,4.6,4.6,0.9,5.5,28,28,104,0.3,0.06,0.36,0.3,0.36,0.27,0.05,0.32,0.27,0.32
Chicago Fire,Kendall Burks,USA,"DF,MF",23,1999,9,5,510,5.7,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,4,7,2,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
Chicago Fire,Maren Haile-Selassie,SUI,"FW,DF",23,1999,32,20,1910,21.2,6,3,9,6,0,0,1,0,3.8,3.8,2.9,6.7,57,66,170,0.28,0.14,0.42,0.28,0.42,0.18,0.14,0.32,0.18,0.32
Chicago Fire,Mauricio Pineda,USA,"DF,MF",25,1997,24,16,1570,17.4,1,0,1,1,0,0,7,0,0.4,0.4,0.5,0.9,10,48,10,0.06,0.0,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05
Chicago Fire,Miguel Navarro,VEN,DF,23,1999,25,22,1971,21.9,0,4,4,0,0,0,6,0,0.3,0.3,2.3,2.6,16,69,78,0.0,0.18,0.18,0.0,0.18,0.02,0.1,0.12,0.02,0.12
Chicago Fire,Missael Rodriguez,USA,FW,19,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Fire,Ousmane Doumbia,CIV,MF,30,1992,11,9,811,9.0,0,1,1,0,0,0,4,0,0.2,0.2,0.3,0.5,6,46,5,0.0,0.11,0.11,0.0,0.11,0.02,0.04,0.05,0.02,0.05
Chicago Fire,Rafael Czichos,GER,DF,32,1990,32,28,2515,27.9,2,0,2,1,1,1,6,0,3.7,2.9,0.0,2.9,14,74,7,0.07,0.0,0.07,0.04,0.04,0.13,0.0,0.13,0.1,0.1
Chicago Fire,Spencer Richey,USA,GK,30,1992,5,4,421,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Fire,Wyatt Omsberg,USA,DF,27,1995,11,7,707,7.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Fire,Xherdan Shaqiri,SUI,MF,31,1991,28,22,2051,22.8,5,4,9,4,1,1,4,1,4.0,3.2,6.0,9.1,39,162,126,0.22,0.18,0.39,0.18,0.35,0.17,0.26,0.43,0.14,0.4
Colorado Rapids,Abraham Rodriguez,USA,GK,20,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Rapids,Alex Gersbach,AUS,"DF,MF",25,1997,3,3,261,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,7,8,10,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
Colorado Rapids,Andreas Maxsø,DEN,DF,28,1994,33,33,2924,32.5,2,0,2,2,0,0,2,0,2.2,2.2,0.8,3.0,1,40,5,0.06,0.0,0.06,0.06,0.06,0.07,0.02,0.09,0.07,0.09
Colorado Rapids,Andrew Gutman,USA,DF,26,1996,12,12,1008,11.2,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.0,27,33,41,0.09,0.0,0.09,0.09,0.09,0.06,0.03,0.09,0.06,0.09
Colorado Rapids,Anthony Markanich,USA,DF,23,1999,10,3,340,3.8,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,6,9,10,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.24,0.19,0.24
Colorado Rapids,Braian Galván,ARG,"FW,DF",22,2000,20,6,664,7.4,1,0,1,0,1,1,1,2,1.1,0.3,0.6,0.9,18,41,52,0.14,0.0,0.14,0.0,0.0,0.15,0.08,0.23,0.04,0.12
Colorado Rapids,Bryan Acosta,HON,MF,29,1993,14,13,1117,12.4,0,0,0,0,0,0,6,0,0.9,0.9,2.7,3.6,11,53,24,0.0,0.0,0.0,0.0,0.0,0.07,0.22,0.29,0.07,0.29
Colorado Rapids,Calvin Harris,ENG,FW,22,2000,18,11,899,10.0,1,3,4,1,0,0,0,0,1.0,1.0,0.9,1.9,51,15,63,0.1,0.3,0.4,0.1,0.4,0.1,0.09,0.19,0.1,0.19
Colorado Rapids,Cole Bassett,USA,"MF,FW",21,2001,25,22,1898,21.1,6,1,7,6,0,0,5,0,3.9,3.9,2.3,6.2,44,94,73,0.28,0.05,0.33,0.28,0.33,0.19,0.11,0.29,0.19,0.29
Colorado Rapids,Connor Ronan,IRL,MF,24,1998,34,33,2846,31.6,1,8,9,0,1,2,3,0,2.5,0.9,6.7,7.6,45,203,53,0.03,0.25,0.28,0.0,0.25,0.08,0.21,0.29,0.03,0.24
Colorado Rapids,Danny Leyva,USA,MF,19,2003,16,6,636,7.1,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,8,31,21,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12
Colorado Rapids,Danny Wilson,SCO,DF,31,1991,29,25,2315,25.7,1,1,2,1,0,0,5,0,1.5,1.5,1.0,2.5,5,78,0,0.04,0.04,0.08,0.04,0.08,0.06,0.04,0.1,0.06,0.1
Colorado Rapids,Darren Yapi,USA,"FW,MF",18,2004,20,8,891,9.9,0,1,1,0,0,0,3,0,2.3,2.3,1.6,3.9,11,9,46,0.0,0.1,0.1,0.0,0.1,0.23,0.16,0.39,0.23,0.39
Colorado Rapids,Diego Rubio,CHI,"MF,FW",29,1993,16,13,1073,11.9,3,2,5,3,0,1,3,0,2.6,1.8,2.0,3.8,21,49,60,0.25,0.17,0.42,0.25,0.42,0.22,0.17,0.39,0.15,0.32
Colorado Rapids,Jack Price,ENG,MF,30,1992,2,0,38,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31
Colorado Rapids,Jonathan Lewis,USA,"FW,MF",25,1997,26,12,1192,13.2,1,0,1,1,0,0,1,0,3.0,3.0,0.8,3.8,43,16,93,0.08,0.0,0.08,0.08,0.08,0.23,0.06,0.29,0.23,0.29
Colorado Rapids,Keegan Rosenberry,USA,DF,29,1993,26,25,2267,25.2,0,0,0,0,0,0,3,0,0.7,0.7,1.4,2.2,24,115,106,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09
Colorado Rapids,Kevin Cabral,FRA,"FW,MF",23,1999,27,14,1177,13.1,2,0,2,2,0,0,8,0,3.5,3.5,0.8,4.3,23,15,56,0.15,0.0,0.15,0.15,0.15,0.27,0.06,0.33,0.27,0.33
Colorado Rapids,Lalas Abubakar,GHA,DF,28,1994,26,23,1920,21.3,2,0,2,2,0,0,9,1,0.8,0.8,0.2,1.0,5,50,3,0.09,0.0,0.09,0.09,0.09,0.04,0.01,0.05,0.04,0.05
Colorado Rapids,Luis Díaz,CRC,FW,24,1998,3,0,92,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,8,2,13,0.0,0.0,0.0,0.0,0.0,0.28,0.03,0.32,0.28,0.32
Colorado Rapids,Marko Ilić,SRB,GK,24,1998,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Rapids,Marlon Vargas,SLV,MF,22,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Rapids,Max,BRA,"MF,FW",21,2001,10,7,663,7.4,1,0,1,1,0,0,3,0,1.1,1.1,0.6,1.7,8,41,41,0.14,0.0,0.14,0.14,0.14,0.15,0.08,0.23,0.15,0.23
Colorado Rapids,Michael Barrios,COL,"FW,MF",31,1991,20,7,839,9.3,2,2,4,2,0,0,3,0,2.7,2.7,1.3,4.0,22,19,82,0.21,0.21,0.43,0.21,0.43,0.29,0.14,0.43,0.29,0.43
Colorado Rapids,Moïse Bombito,CAN,DF,22,2000,11,8,751,8.3,0,0,0,0,0,0,6,1,1.4,1.4,0.5,2.0,12,32,11,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.23,0.17,0.23
Colorado Rapids,Oliver Larraz,USA,MF,21,2001,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Rapids,Rafael Navarro,BRA,FW,22,2000,10,10,885,9.8,1,1,2,1,0,0,2,0,2.5,2.5,1.9,4.4,12,18,42,0.1,0.1,0.2,0.1,0.2,0.25,0.2,0.45,0.25,0.45
Colorado Rapids,Ralph Priso-Mbongue,CAN,MF,20,2002,26,11,1032,11.5,0,0,0,0,0,0,8,0,0.2,0.2,0.2,0.5,7,37,14,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
Colorado Rapids,Rémi Cabral,FRA,DF,23,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3
Colorado Rapids,Sam Nicholson,SCO,"MF,DF",28,1995,22,20,1491,16.6,1,1,2,1,0,0,6,0,2.1,2.1,1.1,3.2,51,33,119,0.06,0.06,0.12,0.06,0.12,0.12,0.07,0.19,0.12,0.19
Colorado Rapids,Sebastian Anderson,USA,DF,20,2002,4,3,272,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Colorado Rapids,Sidnei Tavares,POR,MF,21,2001,5,5,299,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,15,7,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
Colorado Rapids,Steven Beitashour,IRN,DF,35,1987,12,7,607,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,21,17,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Colorado Rapids,William Yarbrough,USA,GK,33,1989,20,20,1800,20.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Rapids,Yosuke Hanya,JPN,"FW,MF",24,1999,2,0,48,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,0,6,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29
Columbus Crew,Aidan Morris,USA,MF,21,2001,30,30,2580,28.7,4,3,7,4,0,0,5,0,3.0,3.0,2.5,5.5,32,179,53,0.14,0.1,0.24,0.14,0.24,0.1,0.09,0.19,0.1,0.19
Columbus Crew,Alexandru Mățan,ROU,"MF,FW",23,1999,31,27,2265,25.2,1,8,9,1,0,0,2,0,3.0,3.0,6.1,9.1,100,133,199,0.04,0.32,0.36,0.04,0.36,0.12,0.24,0.36,0.12,0.36
Columbus Crew,Christian Ramirez,USA,"FW,MF",31,1991,30,19,1612,17.9,8,3,11,8,0,0,2,0,6.7,6.7,1.9,8.6,7,39,81,0.45,0.17,0.61,0.45,0.61,0.37,0.11,0.48,0.37,0.48
Columbus Crew,Cucho,COL,FW,23,1999,27,27,2368,26.3,16,7,23,11,5,5,5,1,20.2,16.3,6.7,23.0,102,124,235,0.61,0.27,0.87,0.42,0.68,0.77,0.26,1.02,0.62,0.87
Columbus Crew,Darlington Nagbe,USA,MF,32,1990,34,32,2788,31.0,3,1,4,3,0,0,5,0,2.4,2.4,0.9,3.3,49,182,61,0.1,0.03,0.13,0.1,0.13,0.08,0.03,0.11,0.08,0.11
Columbus Crew,Diego Rossi,URU,"MF,FW",24,1998,10,8,770,8.6,3,2,5,3,0,0,0,0,2.6,2.6,1.9,4.6,35,42,76,0.35,0.23,0.58,0.35,0.58,0.31,0.23,0.53,0.31,0.53
Columbus Crew,Eloy Room,CUW,GK,33,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Columbus Crew,Gustavo Vallecilla,ECU,DF,23,1999,12,10,844,9.4,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,11,60,5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Columbus Crew,Isaiah Parente,USA,"MF,FW",22,2000,7,0,45,0.5,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,2,5,1,0.0,0.0,0.0,0.0,0.0,1.88,0.08,1.96,1.88,1.96
Columbus Crew,Jacen Russell-Rowe,CAN,"FW,MF",20,2002,21,4,538,6.0,4,2,6,4,0,0,2,0,3.0,3.0,1.9,5.0,14,27,54,0.67,0.33,1.0,0.67,1.0,0.51,0.32,0.83,0.51,0.83
Columbus Crew,Jimmy Medranda,COL,"MF,DF",28,1994,10,0,105,1.2,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.5,6,15,22,0.86,0.0,0.86,0.86,0.86,0.18,0.21,0.4,0.18,0.4
Columbus Crew,Julian Gressel,USA,"DF,MF",29,1993,11,9,740,8.2,1,1,2,1,0,0,0,0,1.2,1.2,2.5,3.8,25,43,85,0.12,0.12,0.24,0.12,0.24,0.15,0.31,0.46,0.15,0.46
Columbus Crew,Keegan Hughes,USA,DF,22,2000,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Columbus Crew,Kevin Molino,TRI,"MF,FW",32,1990,9,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,7,9,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.17,0.07,0.17
Columbus Crew,Lucas Zelarayán,ARM,"MF,FW",30,1992,20,20,1702,18.9,10,6,16,8,2,2,4,0,6.7,5.1,5.1,10.2,79,175,140,0.53,0.32,0.85,0.42,0.74,0.35,0.27,0.62,0.27,0.54
Columbus Crew,Luis Díaz,CRC,"DF,MF",24,1998,4,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Columbus Crew,Malte Amundsen,DEN,DF,24,1998,22,21,1891,21.0,3,1,4,3,0,0,7,0,1.2,1.2,1.4,2.6,20,97,44,0.14,0.05,0.19,0.14,0.19,0.06,0.07,0.12,0.06,0.12
Columbus Crew,Maximilian Arfsten,USA,"DF,MF",21,2001,12,3,275,3.1,2,2,4,2,0,0,1,0,1.0,1.0,1.3,2.2,15,9,32,0.65,0.65,1.31,0.65,1.31,0.32,0.41,0.73,0.32,0.73
Columbus Crew,Miloš Degenek,AUS,DF,28,1994,12,10,858,9.5,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,2,40,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Columbus Crew,Mohamed Farsi,CAN,"DF,MF",23,1999,31,23,2159,24.0,0,4,4,0,0,0,1,0,1.0,1.0,2.7,3.7,84,91,237,0.0,0.17,0.17,0.0,0.17,0.04,0.11,0.15,0.04,0.15
Columbus Crew,Patrick Schulte,USA,GK,21,2001,31,31,2790,31.0,0,1,1,0,0,0,3,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Columbus Crew,Philip Quinton,USA,DF,23,1999,12,10,939,10.4,1,0,1,1,0,0,2,0,0.2,0.2,0.2,0.4,2,41,0,0.1,0.0,0.1,0.1,0.1,0.02,0.01,0.04,0.02,0.04
Columbus Crew,Rudy Camacho,FRA,DF,31,1991,11,8,788,8.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,31,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
Columbus Crew,Sean Zawadzki,USA,"DF,MF",22,2000,30,15,1578,17.5,3,0,3,3,0,0,6,0,0.9,0.9,0.2,1.1,18,78,8,0.17,0.0,0.17,0.17,0.17,0.05,0.01,0.06,0.05,0.06
Columbus Crew,Steven Moreira,CPV,DF,28,1994,34,33,2922,32.5,0,3,3,0,0,0,3,0,0.5,0.5,2.6,3.1,46,170,39,0.0,0.09,0.09,0.0,0.09,0.02,0.08,0.1,0.02,0.1
Columbus Crew,William Sands,USA,"DF,MF",22,2000,7,7,484,5.4,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,17,16,53,0.0,0.19,0.19,0.0,0.19,0.02,0.12,0.14,0.02,0.14
Columbus Crew,Yaw Yeboah,GHA,"DF,MF",25,1997,31,22,1982,22.0,3,4,7,3,0,0,3,0,3.6,3.6,4.4,8.0,70,83,241,0.14,0.18,0.32,0.14,0.32,0.16,0.2,0.37,0.16,0.37
Columbus Crew,Yevhen Cheberko,UKR,DF,25,1998,6,2,197,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.C. United,Alex Bono,USA,GK,28,1994,10,9,855,9.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.C. United,Andy Najar,HON,DF,29,1993,21,12,1103,12.3,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,31,83,40,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.03,0.1
D.C. United,Brendan Hines-Ike,USA,DF,28,1994,12,9,933,10.4,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,5,21,3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
D.C. United,Chris Durkin,USA,MF,22,2000,31,24,1971,21.9,3,2,5,3,0,0,2,0,1.3,1.3,3.3,4.5,28,81,104,0.14,0.09,0.23,0.14,0.23,0.06,0.15,0.21,0.06,0.21
D.C. United,Christian Benteke,BEL,FW,32,1990,31,31,2788,31.0,14,3,17,13,1,1,8,0,16.3,15.5,4.3,19.8,35,75,164,0.45,0.1,0.55,0.42,0.52,0.53,0.14,0.66,0.5,0.64
D.C. United,Cristián Dajome,COL,"FW,DF",29,1994,19,7,780,8.7,2,1,3,2,0,0,2,0,1.2,1.2,0.9,2.1,27,24,71,0.23,0.12,0.35,0.23,0.35,0.13,0.11,0.24,0.13,0.24
D.C. United,Derrick Williams,IRL,DF,30,1993,24,21,1848,20.5,1,0,1,1,0,0,4,0,1.3,1.3,0.4,1.7,7,67,5,0.05,0.0,0.05,0.05,0.05,0.06,0.02,0.08,0.06,0.08
D.C. United,Donovan Pines,USA,DF,24,1998,22,21,1846,20.5,3,0,3,3,0,0,5,0,1.4,1.4,0.8,2.3,5,42,2,0.15,0.0,0.15,0.15,0.15,0.07,0.04,0.11,0.07,0.11
D.C. United,Erick Davis,PAN,DF,31,1991,8,6,538,6.0,0,0,0,0,0,0,0,0,0.2,0.2,0.8,0.9,9,31,17,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.16,0.03,0.16
D.C. United,Erik Hurtado,USA,"FW,MF",32,1990,7,1,274,3.0,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.3,5,1,20,0.0,0.0,0.0,0.0,0.0,0.28,0.14,0.42,0.28,0.42
D.C. United,Gabriel Pirani,BRA,MF,20,2002,10,10,831,9.2,1,0,1,1,0,0,0,0,1.6,1.6,0.5,2.1,24,44,59,0.11,0.0,0.11,0.11,0.11,0.17,0.05,0.22,0.17,0.22
D.C. United,Gaoussou Samaké,CIV,"MF,DF",25,1997,5,5,358,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,5,10,29,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11
D.C. United,Hayden Sargis,USA,DF,20,2002,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.C. United,Jackson Hopkins,USA,MF,18,2004,7,2,195,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,8,12,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22
D.C. United,Jacob Greene,USA,DF,19,2003,11,5,482,5.4,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,3,10,19,0.19,0.0,0.19,0.19,0.19,0.05,0.03,0.08,0.05,0.08
D.C. United,José Fajardo,PAN,"FW,MF",29,1993,7,3,245,2.7,0,0,0,0,0,0,0,0,0.7,0.7,0.4,1.1,4,8,10,0.0,0.0,0.0,0.0,0.0,0.27,0.13,0.4,0.27,0.4
D.C. United,Kristian Fletcher,USA,"FW,MF",17,2005,10,1,133,1.5,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,6,2,19,0.0,0.68,0.68,0.0,0.68,0.08,0.11,0.19,0.08,0.19
D.C. United,Lewis O'Brien,ENG,MF,24,1998,17,17,1513,16.8,1,1,2,1,0,0,5,0,1.1,1.1,1.9,3.0,43,98,47,0.06,0.06,0.12,0.06,0.12,0.06,0.12,0.18,0.06,0.18
D.C. United,Matai Akinmboni,USA,DF,16,2006,3,2,182,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
D.C. United,Mateusz Klich,POL,"MF,FW",32,1990,32,31,2719,30.2,4,7,11,4,0,0,11,1,3.0,3.0,7.6,10.6,43,208,131,0.13,0.23,0.36,0.13,0.36,0.1,0.25,0.35,0.1,0.35
D.C. United,Mohanad Jeahze,IRQ,DF,25,1997,6,5,364,4.0,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,7,9,13,0.0,0.25,0.25,0.0,0.25,0.03,0.08,0.11,0.03,0.11
D.C. United,Nigel Robertha,NED,"FW,MF",24,1998,10,3,309,3.4,1,0,1,1,0,0,0,0,1.3,1.3,0.0,1.3,8,5,27,0.29,0.0,0.29,0.29,0.29,0.39,0.0,0.39,0.39,0.39
D.C. United,Pedro Santos,POR,"DF,MF",34,1988,21,16,1499,16.7,1,1,2,1,0,0,3,0,0.8,0.8,0.9,1.7,35,62,103,0.06,0.06,0.12,0.06,0.12,0.05,0.05,0.1,0.05,0.1
