team,player,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Inter Miami,Robert Taylor,FIN,"FW,DF",28,1994,27,15,1457,16.2,4,5,9,4,0,0,6,0,1.0,1.0,2.2,3.2,49,73,149,0.25,0.31,0.56,0.25,0.56,0.06,0.13,0.2,0.06,0.2
Inter Miami,Rodolfo Pizarro,MEX,"MF,FW",28,1994,13,11,924,10.3,0,1,1,0,0,0,1,0,0.7,0.7,2.0,2.7,36,57,72,0.0,0.1,0.1,0.0,0.1,0.07,0.19,0.27,0.07,0.27
Inter Miami,Ryan Sailor,USA,"DF,FW",24,1998,8,2,310,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inter Miami,Sergio Busquets,ESP,MF,34,1988,11,10,931,10.3,0,1,1,0,0,0,3,0,0.0,0.0,0.9,0.9,10,71,11,0.0,0.1,0.1,0.0,0.1,0.0,0.08,0.09,0.0,0.09
Inter Miami,Serhiy Kryvtsov,UKR,DF,31,1991,26,25,2111,23.5,1,0,1,1,0,0,5,0,1.2,1.2,0.1,1.3,6,63,2,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05
Inter Miami,Shanyder Borgelin,HAI,FW,21,2001,10,0,144,1.6,1,0,1,1,0,0,0,0,1.3,1.3,0.2,1.5,1,2,8,0.62,0.0,0.62,0.62,0.62,0.83,0.12,0.94,0.83,0.94
Inter Miami,Tomás Avilés,ARG,DF,18,2004,11,11,875,9.7,1,1,2,1,0,0,6,0,0.4,0.4,0.2,0.7,4,20,3,0.1,0.1,0.21,0.1,0.21,0.04,0.02,0.07,0.04,0.07
Inter Miami,Victor Ulloa,USA,MF,30,1992,10,2,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
LA Galaxy,Aaron Bibout,CMR,FW,18,2004,2,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.47,0.24,0.47
LA Galaxy,Billy Sharp,ENG,FW,36,1986,12,8,711,7.9,6,1,7,5,1,1,1,0,6.0,5.2,0.5,5.7,15,7,35,0.76,0.13,0.89,0.63,0.76,0.76,0.06,0.82,0.66,0.72
LA Galaxy,Chris Mavinga,COD,DF,31,1991,19,13,1128,12.5,0,0,0,0,0,0,3,1,0.6,0.6,0.1,0.7,0,18,1,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
LA Galaxy,Daniel Aguirre,USA,"MF,FW",23,1999,25,3,573,6.4,1,1,2,1,0,0,3,0,1.7,1.7,0.5,2.2,21,32,50,0.16,0.16,0.31,0.16,0.31,0.27,0.08,0.35,0.27,0.35
LA Galaxy,Dejan Joveljić,SRB,FW,23,1999,32,19,1625,18.1,6,3,9,5,1,1,3,0,8.7,7.9,2.4,10.3,25,34,119,0.33,0.17,0.5,0.28,0.44,0.48,0.13,0.62,0.44,0.57
LA Galaxy,Diego Fagúndez,URU,"FW,MF",27,1995,11,6,576,6.4,1,1,2,1,0,0,0,0,0.3,0.3,1.2,1.5,11,21,51,0.16,0.16,0.31,0.16,0.31,0.05,0.19,0.24,0.05,0.24
LA Galaxy,Douglas Costa,BRA,"FW,MF",32,1990,19,15,1218,13.5,3,7,10,3,0,0,2,1,3.5,3.5,4.9,8.3,71,81,98,0.22,0.52,0.74,0.22,0.74,0.26,0.36,0.62,0.26,0.62
LA Galaxy,Edwin Cerrillo,USA,MF,22,2000,11,9,807,9.0,0,1,1,0,0,0,3,0,0.2,0.2,0.3,0.5,6,55,10,0.0,0.11,0.11,0.0,0.11,0.02,0.03,0.05,0.02,0.05
LA Galaxy,Efrain Alvarez,MEX,"MF,FW",20,2002,10,5,376,4.2,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,7,20,39,0.0,0.0,0.0,0.0,0.0,0.09,0.15,0.24,0.09,0.24
LA Galaxy,Eriq Zavaleta,SLV,DF,30,1992,11,4,487,5.4,2,0,2,2,0,0,1,0,0.6,0.6,0.0,0.6,1,9,0,0.37,0.0,0.37,0.37,0.37,0.12,0.0,0.12,0.12,0.12
LA Galaxy,Gastón Brugman,URU,MF,30,1992,22,21,1895,21.1,2,1,3,1,1,1,3,0,1.9,1.1,2.1,3.2,51,192,37,0.09,0.05,0.14,0.05,0.09,0.09,0.1,0.19,0.05,0.15
LA Galaxy,Gino Vivi,CRC,"MF,DF",22,2000,3,1,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
LA Galaxy,Jalen Neal,USA,DF,19,2003,16,14,1287,14.3,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,0,28,0,0.07,0.0,0.07,0.07,0.07,0.03,0.0,0.04,0.03,0.04
LA Galaxy,Javier Hernández,MEX,FW,34,1988,9,7,688,7.6,1,1,2,1,0,0,5,1,4.0,4.0,1.4,5.3,6,21,61,0.13,0.13,0.26,0.13,0.26,0.52,0.18,0.7,0.52,0.7
LA Galaxy,Jonathan Bond,ENG,GK,29,1993,24,24,2049,22.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA Galaxy,Jonathan Klinsmann,USA,GK,25,1997,10,8,831,9.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA Galaxy,Jonathan Perez,MEX,"DF,MF",20,2003,6,0,113,1.3,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.9,12,2,18,0.0,0.8,0.8,0.0,0.8,0.13,0.59,0.72,0.13,0.72
LA Galaxy,Julián Aude,ARG,DF,19,2003,22,14,1194,13.3,0,1,1,0,0,0,6,0,0.5,0.5,0.9,1.4,15,38,53,0.0,0.08,0.08,0.0,0.08,0.03,0.07,0.1,0.03,0.1
LA Galaxy,Kelvin Leerdam,SUR,DF,32,1990,20,13,1204,13.4,1,1,2,1,0,0,2,0,0.7,0.7,1.4,2.1,5,46,26,0.07,0.07,0.15,0.07,0.15,0.05,0.11,0.16,0.05,0.16
LA Galaxy,Lucas Calegari,BRA,DF,20,2002,22,22,1934,21.5,0,1,1,0,0,0,2,0,0.7,0.7,2.2,2.9,32,95,98,0.0,0.05,0.05,0.0,0.05,0.03,0.1,0.14,0.03,0.14
LA Galaxy,Marky Delgado,USA,MF,27,1995,30,25,2313,25.7,2,2,4,2,0,0,6,0,1.8,1.8,2.7,4.6,58,181,158,0.08,0.08,0.16,0.08,0.16,0.07,0.11,0.18,0.07,0.18
LA Galaxy,Martín Cáceres,URU,DF,35,1987,15,15,1308,14.5,2,0,2,2,0,0,3,1,0.5,0.5,0.0,0.5,3,40,3,0.14,0.0,0.14,0.14,0.14,0.03,0.0,0.04,0.03,0.04
LA Galaxy,Mauricio Cuevas,USA,DF,19,2003,8,5,424,4.7,0,0,0,0,0,0,2,0,0.0,0.0,0.6,0.6,9,19,28,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13
LA Galaxy,Maya Yoshida,JPN,DF,34,1988,12,12,1080,12.0,1,1,2,1,0,0,3,0,0.7,0.7,0.1,0.8,0,23,1,0.08,0.08,0.17,0.08,0.17,0.05,0.01,0.06,0.05,0.06
LA Galaxy,Memo Rodriguez,USA,"MF,FW",27,1995,12,9,665,7.4,1,1,2,1,0,0,2,0,0.7,0.7,0.7,1.4,9,28,60,0.14,0.14,0.27,0.14,0.27,0.09,0.1,0.19,0.09,0.19
LA Galaxy,Michael Barrios,COL,"FW,MF",31,1991,6,0,114,1.3,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.8,5,4,15,0.79,0.0,0.79,0.79,0.79,0.44,0.2,0.65,0.44,0.65
LA Galaxy,Novak Mićović,SRB,GK,21,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA Galaxy,Oriol Rosell,ESP,MF,30,1992,16,12,843,9.4,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,1,42,13,0.0,0.11,0.11,0.0,0.11,0.01,0.08,0.09,0.01,0.09
LA Galaxy,Preston Judd,USA,FW,23,1999,17,6,643,7.1,3,1,4,3,0,0,2,0,4.0,4.0,1.0,5.0,18,4,53,0.42,0.14,0.56,0.42,0.56,0.56,0.14,0.7,0.56,0.7
LA Galaxy,Raheem Edwards,CAN,DF,27,1995,30,21,1871,20.8,2,3,5,2,0,0,8,0,1.1,1.1,2.4,3.4,56,66,124,0.1,0.14,0.24,0.1,0.24,0.05,0.11,0.17,0.05,0.17
LA Galaxy,Riqui Puig,ESP,"MF,FW",23,1999,29,28,2525,28.1,7,4,11,5,2,2,8,0,7.7,6.1,3.7,9.9,158,346,116,0.25,0.14,0.39,0.18,0.32,0.28,0.13,0.41,0.22,0.35
LA Galaxy,Séga Coulibaly,FRA,DF,26,1996,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA Galaxy,Tony Alfaro,USA,DF,29,1993,6,4,382,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA Galaxy,Tyler Boyd,USA,"FW,MF",28,1994,34,28,2319,25.8,7,4,11,7,0,0,3,0,4.2,4.2,7.2,11.4,104,84,261,0.27,0.16,0.43,0.27,0.43,0.16,0.28,0.44,0.16,0.44
Los Angeles FC,Aaron Long,USA,DF,30,1992,21,17,1519,16.9,0,1,1,0,0,0,3,0,0.6,0.6,0.6,1.2,2,31,2,0.0,0.06,0.06,0.0,0.06,0.03,0.04,0.07,0.03,0.07
Los Angeles FC,Carlos Vela,MEX,FW,33,1989,34,23,2066,23.0,9,7,16,6,3,5,0,0,11.2,7.3,5.6,12.9,38,165,179,0.39,0.3,0.7,0.26,0.57,0.49,0.25,0.73,0.32,0.56
Los Angeles FC,Cristian Olivera,URU,FW,20,2002,10,7,601,6.7,2,0,2,2,0,0,1,0,4.0,4.0,0.5,4.5,44,18,72,0.3,0.0,0.3,0.3,0.3,0.6,0.08,0.68,0.6,0.68
Los Angeles FC,Daniel Crisostomo,USA,MF,26,1997,6,3,280,3.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,2,12,8,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Los Angeles FC,Denil Maldonado,HON,DF,24,1998,21,19,1672,18.6,1,0,1,1,0,0,5,0,0.9,0.9,0.7,1.6,5,41,9,0.05,0.0,0.05,0.05,0.05,0.05,0.04,0.08,0.05,0.08
Los Angeles FC,Denis Bouanga,GAB,FW,28,1994,31,28,2530,28.1,20,6,26,17,3,3,3,0,14.4,12.0,8.2,20.2,145,81,322,0.71,0.21,0.92,0.6,0.82,0.51,0.29,0.8,0.43,0.72
Los Angeles FC,Diego Palacios,ECU,DF,23,1999,29,28,2431,27.0,0,2,2,0,0,0,10,0,0.7,0.7,2.6,3.3,44,143,153,0.0,0.07,0.07,0.0,0.07,0.03,0.1,0.12,0.03,0.12
Los Angeles FC,Eldin Jakupović,SUI,GK,38,1984,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles FC,Erik Duenas,USA,"MF,DF",18,2004,18,8,757,8.4,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.0,16,47,28,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.12,0.07,0.12
Los Angeles FC,Filip Krastev,BUL,MF,21,2001,9,0,158,1.8,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,6,12,4,0.57,0.0,0.57,0.57,0.57,0.37,0.1,0.47,0.37,0.47
Los Angeles FC,Giorgio Chiellini,ITA,DF,38,1984,20,17,1364,15.2,1,0,1,1,0,0,2,0,0.9,0.9,0.9,1.7,11,92,2,0.07,0.0,0.07,0.07,0.07,0.06,0.06,0.12,0.06,0.12
Los Angeles FC,Ilie Sánchez,ESP,MF,32,1990,34,31,2595,28.8,1,3,4,1,0,0,7,0,0.5,0.5,1.7,2.3,18,164,22,0.03,0.1,0.14,0.03,0.14,0.02,0.06,0.08,0.02,0.08
Los Angeles FC,Jesús David Murillo Largacha,COL,DF,28,1994,19,14,1426,15.8,0,0,0,0,0,0,4,0,0.7,0.7,0.2,0.8,14,50,8,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
Los Angeles FC,John McCarthy,USA,GK,30,1992,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles FC,José Cifuentes,ECU,MF,23,1999,19,13,1362,15.1,1,3,4,1,0,0,4,0,1.9,1.9,3.0,4.9,46,132,63,0.07,0.2,0.26,0.07,0.26,0.12,0.2,0.32,0.12,0.32
Los Angeles FC,Julian Gaines,USA,DF,20,2002,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles FC,Kellyn Acosta,USA,MF,27,1995,24,18,1498,16.6,0,0,0,0,0,0,5,0,0.6,0.6,1.1,1.7,9,58,24,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1
Los Angeles FC,Kwadwo Opoku,GHA,FW,21,2001,19,13,1176,13.1,2,2,4,2,0,0,1,1,3.3,3.3,1.4,4.7,29,38,95,0.15,0.15,0.31,0.15,0.31,0.25,0.11,0.36,0.25,0.36
Los Angeles FC,Mamadou Fall,SEN,DF,20,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,4,0,0.0,0.0,0.0,0.0,0.0,0.06,0.15,0.21,0.06,0.21
Los Angeles FC,Mario González,ESP,FW,26,1996,8,5,386,4.3,1,1,2,1,0,0,0,0,2.5,2.5,1.1,3.6,2,3,20,0.23,0.23,0.47,0.23,0.47,0.59,0.25,0.84,0.59,0.84
Los Angeles FC,Mateusz Bogusz,POL,"MF,FW",21,2001,28,20,1739,19.3,3,3,6,2,1,1,6,0,3.9,3.1,4.3,7.4,56,110,127,0.16,0.16,0.31,0.1,0.26,0.2,0.22,0.42,0.16,0.38
Los Angeles FC,Maxime Crépeau,CAN,GK,28,1994,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles FC,Nathan Ordaz,USA,FW,19,2004,17,2,262,2.9,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.2,11,11,31,0.0,0.34,0.34,0.0,0.34,0.25,0.17,0.42,0.25,0.42
Los Angeles FC,Ryan Hollingshead,USA,DF,31,1991,32,25,2346,26.1,4,0,4,4,0,0,5,0,2.4,2.4,1.3,3.8,56,134,88,0.15,0.0,0.15,0.15,0.15,0.09,0.05,0.15,0.09,0.15
Los Angeles FC,Sergi Palencia,ESP,DF,26,1996,20,14,1258,14.0,0,1,1,0,0,0,4,0,0.2,0.2,0.8,1.1,27,60,59,0.0,0.07,0.07,0.0,0.07,0.02,0.06,0.08,0.02,0.08
Los Angeles FC,Stipe Biuk,CRO,FW,20,2002,30,13,1345,14.9,3,1,4,3,0,0,2,0,3.5,3.5,2.5,6.1,77,34,154,0.2,0.07,0.27,0.2,0.27,0.24,0.17,0.4,0.24,0.4
Los Angeles FC,Timmy Tillman,GER,MF,24,1999,25,20,1648,18.3,4,1,5,4,0,0,6,0,2.2,2.2,1.0,3.2,32,101,59,0.22,0.05,0.27,0.22,0.27,0.12,0.05,0.17,0.12,0.17
Los Angeles FC,Yekeson Subah,LBR,FW,18,2004,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Utd,Bakaye Dibassy,MLI,DF,33,1989,8,5,481,5.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,12,19,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03
Minnesota Utd,Bongokuhle Hlongwane,RSA,FW,22,2000,30,29,2488,27.6,8,3,11,8,0,0,2,0,13.0,13.0,4.1,17.1,74,85,225,0.29,0.11,0.4,0.29,0.4,0.47,0.15,0.62,0.47,0.62
Minnesota Utd,Brent Kallman,USA,"DF,FW",32,1990,7,2,199,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Utd,Cameron Dunbar,USA,"MF,FW",20,2002,3,1,113,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,2,3,10,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.18,0.13,0.18
Minnesota Utd,Clint Irwin,USA,GK,33,1989,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Utd,D.J. Taylor,USA,DF,25,1997,30,29,2511,27.9,0,0,0,0,0,0,8,0,0.8,0.8,1.8,2.7,46,130,162,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1
Minnesota Utd,Dayne St. Clair,CAN,GK,25,1997,30,30,2700,30.0,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Minnesota Utd,Devin Padelford,USA,DF,20,2003,8,0,154,1.7,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,7,9,16,0.58,0.0,0.58,0.58,0.58,0.19,0.0,0.19,0.19,0.19
Minnesota Utd,Emanuel Reynoso,ARG,MF,27,1995,18,16,1364,15.2,6,4,10,5,1,1,4,0,5.4,4.6,6.5,11.2,77,149,113,0.4,0.26,0.66,0.33,0.59,0.36,0.43,0.79,0.3,0.74
Minnesota Utd,Emmanuel Iwe,USA,FW,22,2000,3,0,53,0.6,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,7,1,7,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.86,0.86,0.86
Minnesota Utd,Ethan Bristow,SKN,DF,21,2001,9,6,541,6.0,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,12,15,25,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Minnesota Utd,Franco Fragapane,ARG,"MF,FW",29,1993,24,14,1330,14.8,1,2,3,1,0,0,2,0,2.5,2.5,2.6,5.1,30,70,114,0.07,0.14,0.2,0.07,0.2,0.17,0.18,0.34,0.17,0.34
Minnesota Utd,Hassani Dotson,USA,"MF,FW",25,1997,34,29,2572,28.6,3,3,6,3,0,0,3,0,5.1,5.1,3.1,8.2,27,151,104,0.1,0.1,0.21,0.1,0.21,0.18,0.11,0.29,0.18,0.29
Minnesota Utd,Ismael Tajouri-Shradi,LBY,FW,28,1994,10,2,347,3.9,1,2,3,1,0,0,1,0,1.6,1.6,1.1,2.7,16,19,25,0.26,0.52,0.78,0.26,0.78,0.41,0.29,0.71,0.41,0.71
Minnesota Utd,Jeong Sangbin,KOR,"FW,MF",20,2002,23,9,962,10.7,1,1,2,1,0,1,2,0,3.8,3.0,2.3,5.3,26,16,96,0.09,0.09,0.19,0.09,0.19,0.36,0.21,0.57,0.28,0.5
Minnesota Utd,Joseph Rosales,HON,"FW,MF",22,2000,18,13,1090,12.1,1,0,1,1,0,0,0,0,1.3,1.3,0.7,2.0,31,43,91,0.08,0.0,0.08,0.08,0.08,0.1,0.06,0.16,0.1,0.16
Minnesota Utd,Ján Greguš,SVK,MF,32,1991,12,10,904,10.0,1,0,1,1,0,0,2,0,0.5,0.5,0.9,1.5,14,74,8,0.1,0.0,0.1,0.1,0.1,0.05,0.09,0.15,0.05,0.15
Minnesota Utd,Kemar Lawrence,JAM,DF,30,1992,14,13,1116,12.4,0,0,0,0,0,0,0,0,0.2,0.2,1.5,1.8,12,50,61,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.14,0.02,0.14
Minnesota Utd,Kervin Arriaga,HON,MF,25,1998,20,11,1169,13.0,2,2,4,2,0,0,5,0,0.9,0.9,1.3,2.2,15,65,13,0.15,0.15,0.31,0.15,0.31,0.07,0.1,0.17,0.07,0.17
Minnesota Utd,Luis Amarilla,PAR,FW,27,1995,13,8,742,8.2,2,0,2,0,2,2,2,0,3.2,1.7,1.0,2.7,12,24,66,0.24,0.0,0.24,0.0,0.0,0.39,0.12,0.51,0.2,0.32
Minnesota Utd,Mender García,COL,"FW,MF",24,1998,30,13,1029,11.4,3,1,4,3,0,0,0,0,4.3,4.3,3.1,7.3,13,17,67,0.26,0.09,0.35,0.26,0.35,0.37,0.27,0.64,0.37,0.64
Minnesota Utd,Michael Boxall,NZL,DF,34,1988,32,32,2855,31.7,2,0,2,2,0,0,9,0,1.7,1.7,0.4,2.2,18,78,4,0.06,0.0,0.06,0.06,0.06,0.05,0.01,0.07,0.05,0.07
Minnesota Utd,Miguel Tapias,MEX,DF,26,1997,32,32,2859,31.8,1,0,1,1,0,0,5,0,0.6,0.6,1.1,1.6,10,92,0,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05
Minnesota Utd,Mikael Marques,SWE,MF,21,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Utd,Robin Lod,FIN,"MF,FW",29,1993,10,10,898,10.0,0,1,1,0,0,0,0,0,1.4,1.4,1.5,2.9,20,66,41,0.0,0.1,0.1,0.0,0.1,0.14,0.15,0.29,0.14,0.29
Minnesota Utd,Tani Oluwaseyi,USA,FW,22,2000,2,0,13,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.96,0.96,0.96
Minnesota Utd,Teemu Pukki,FIN,FW,32,1990,14,13,1031,11.5,10,1,11,9,1,1,0,0,6.3,5.5,2.4,8.0,17,11,64,0.87,0.09,0.96,0.79,0.87,0.55,0.21,0.76,0.48,0.69
Minnesota Utd,Wil Trapp,USA,MF,30,1993,30,28,2419,26.9,0,0,0,0,0,0,6,0,0.7,0.7,1.5,2.2,17,167,17,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08
Minnesota Utd,Zarek Valentin,PUR,DF,31,1991,20,15,1322,14.7,0,2,2,0,0,0,0,0,0.0,0.0,1.1,1.1,16,52,47,0.0,0.14,0.14,0.0,0.14,0.0,0.08,0.08,0.0,0.08
Minnesota Utd,Zaydan Bello,AUS,MF,20,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43
NY Red Bulls,Andrés Reyes,COL,DF,23,1999,29,28,2382,26.5,2,0,2,2,0,0,13,1,2.1,2.1,0.2,2.3,21,118,8,0.08,0.0,0.08,0.08,0.08,0.08,0.01,0.09,0.08,0.09
NY Red Bulls,Cameron Harper,USA,"DF,MF",21,2001,31,24,2149,23.9,2,2,4,2,0,0,7,1,2.9,2.9,3.3,6.2,105,71,134,0.08,0.08,0.17,0.08,0.17,0.12,0.14,0.26,0.12,0.26
NY Red Bulls,Carlos Coronel,PAR,GK,26,1996,34,34,3060,34.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY Red Bulls,Cory Burke,JAM,FW,31,1991,23,11,975,10.8,2,0,2,2,0,0,3,0,4.8,4.8,0.9,5.7,15,17,42,0.18,0.0,0.18,0.18,0.18,0.44,0.08,0.52,0.44,0.52
NY Red Bulls,Cristian Cásseres Jr.,VEN,MF,23,2000,17,16,1440,16.0,1,1,2,1,0,0,7,0,1.2,1.2,3.5,4.7,27,122,40,0.06,0.06,0.12,0.06,0.12,0.08,0.22,0.29,0.08,0.29
NY Red Bulls,Daniel Edelman,USA,MF,19,2003,23,22,1854,20.6,1,0,1,1,0,0,5,0,0.3,0.3,1.4,1.7,13,119,21,0.05,0.0,0.05,0.05,0.05,0.01,0.07,0.08,0.01,0.08
NY Red Bulls,Dante Vanzeir,BEL,"FW,MF",24,1998,19,8,749,8.3,2,1,3,2,0,0,2,0,2.3,2.3,1.3,3.5,20,16,71,0.24,0.12,0.36,0.24,0.36,0.27,0.15,0.42,0.27,0.42
NY Red Bulls,Dru Yearwood,ENG,MF,22,2000,20,11,826,9.2,0,0,0,0,0,0,4,0,0.3,0.3,1.1,1.4,16,40,29,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15
NY Red Bulls,Dylan Nealis,USA,DF,24,1998,19,10,1032,11.5,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,6,35,20,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
NY Red Bulls,Elias Manoel,BRA,FW,21,2001,28,19,1658,18.4,3,3,6,3,0,1,2,0,5.9,5.1,2.4,7.6,23,12,135,0.16,0.16,0.33,0.16,0.33,0.32,0.13,0.45,0.28,0.41
NY Red Bulls,Frankie Amaya,USA,MF,22,2000,25,22,1918,21.3,5,0,5,5,0,0,4,0,2.0,2.0,1.7,3.7,21,125,25,0.23,0.0,0.23,0.23,0.23,0.09,0.08,0.17,0.09,0.17
NY Red Bulls,Hassan Ndam,CMR,DF,24,1998,15,8,706,7.8,0,0,0,0,0,0,5,1,0.7,0.7,0.0,0.7,2,21,2,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
NY Red Bulls,Ibrahim Kasule,UGA,MF,18,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY Red Bulls,Jayden Reid,USA,MF,21,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY Red Bulls,John Tolkin,USA,DF,20,2002,27,27,2377,26.4,3,6,9,2,1,1,5,0,2.8,2.0,4.4,6.4,54,109,86,0.11,0.23,0.34,0.08,0.3,0.11,0.17,0.27,0.08,0.24
NY Red Bulls,Jorge Cabezas,COL,"FW,MF",19,2003,5,1,120,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,2,6,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21
